Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1693;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909091;GPS parte empresa;;260,09
1693;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909092;GPS Terceiros;;75,43
1693;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909093;GPS Acidente Trabalho;;35,81
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;1;Horas Normais;Provento;1.061,89
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;11;Horas Lic.Remuner.Diurna;Provento;36,62
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;233;Desc.Copart. Unimed;Desconto;1,41
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;1951;Insalubridade;Provento;212,43
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2000;INSS;Desconto;104,76
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2457;Desc. Hrs Atraso ;Desconto;1,33
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;2500;FGTS;Outros;104,76
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909091;GPS parte empresa;;261,92
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909092;GPS Terceiros;;75,96
1706;AUXILIAR DE SERVIÇOS GERAIS;fev/20;909093;GPS Acidente Trabalho;;36,06
507;TECNICO DE QUALIDADE PL;fev/20;1;Horas Normais;Provento;4.914,40
507;TECNICO DE QUALIDADE PL;fev/20;5;Horas Férias Diurnas;Provento;1.228,60
507;TECNICO DE QUALIDADE PL;fev/20;232;Subs.Empre.Bradesco Apart;Outros;950,35
507;TECNICO DE QUALIDADE PL;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;fev/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;fev/20;249;Subs. Empresa Alimentação;Outros;300
507;TECNICO DE QUALIDADE PL;fev/20;552;Média Variáveis Férias;Provento;266,28
507;TECNICO DE QUALIDADE PL;fev/20;558;1/3 Férias;Provento;498,29
507;TECNICO DE QUALIDADE PL;fev/20;2000;INSS;Desconto;478,41
507;TECNICO DE QUALIDADE PL;fev/20;2002;INSS Férias;Desconto;192,7
507;TECNICO DE QUALIDADE PL;fev/20;2004;IRRF;Desconto;319,31
507;TECNICO DE QUALIDADE PL;fev/20;2014;IRRF Férias;Desconto;218,68
507;TECNICO DE QUALIDADE PL;fev/20;2101;Desconto Adto Férias;Desconto;1.581,79
507;TECNICO DE QUALIDADE PL;fev/20;2469;Farmácia;Desconto;152,77
507;TECNICO DE QUALIDADE PL;fev/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;fev/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;fev/20;2500;FGTS;Outros;552,6
507;TECNICO DE QUALIDADE PL;fev/20;909091;GPS parte empresa;;1.381,51
507;TECNICO DE QUALIDADE PL;fev/20;909092;GPS Terceiros;;400,64
507;TECNICO DE QUALIDADE PL;fev/20;909093;GPS Acidente Trabalho;;190,21
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;1;Horas Normais;Provento;9.600,00
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;11;Horas Lic.Remuner.Diurna;Provento;2.400,00
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;2000;INSS;Desconto;671,11
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;2004;IRRF;Desconto;2.193,95
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;2500;FGTS;Outros;960
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;909091;GPS parte empresa;;2.400,00
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;909092;GPS Terceiros;;696
1708;SUPERVISOR MARKETING COMERCIAL;fev/20;909093;GPS Acidente Trabalho;;330,44
1601;DIRETOR GERAL;fev/20;1;Horas Normais;Provento;34.677,68
1601;DIRETOR GERAL;fev/20;5;Horas Férias Diurnas;Provento;1.195,78
1601;DIRETOR GERAL;fev/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;fev/20;249;Subs. Empresa Alimentação;Outros;300
1601;DIRETOR GERAL;fev/20;552;Média Variáveis Férias;Provento;96,2
1601;DIRETOR GERAL;fev/20;558;1/3 Férias;Provento;430,66
1601;DIRETOR GERAL;fev/20;2000;INSS;Desconto;628,29
1601;DIRETOR GERAL;fev/20;2002;INSS Férias;Desconto;42,82
1601;DIRETOR GERAL;fev/20;2004;IRRF;Desconto;8.442,09
1601;DIRETOR GERAL;fev/20;2014;IRRF Férias;Desconto;400,52
1601;DIRETOR GERAL;fev/20;2101;Desconto Adto Férias;Desconto;1.279,30
1601;DIRETOR GERAL;fev/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;fev/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;fev/20;2500;FGTS;Outros;2.912,02
1601;DIRETOR GERAL;fev/20;909091;GPS parte empresa;;7.280,06
1601;DIRETOR GERAL;fev/20;909092;GPS Terceiros;;2.111,22
1601;DIRETOR GERAL;fev/20;909093;GPS Acidente Trabalho;;1.002,36
688;ANALISTA FINANCEIRO PL;fev/20;1;Horas Normais;Provento;4.669,47
688;ANALISTA FINANCEIRO PL;fev/20;14;Hrs Atestado até 15 dias;Provento;333,53
688;ANALISTA FINANCEIRO PL;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;fev/20;233;Desc.Copart. Unimed;Desconto;23,97
688;ANALISTA FINANCEIRO PL;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;fev/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;fev/20;249;Subs. Empresa Alimentação;Outros;300
688;ANALISTA FINANCEIRO PL;fev/20;2000;INSS;Desconto;550,33
688;ANALISTA FINANCEIRO PL;fev/20;2004;IRRF;Desconto;365,72
688;ANALISTA FINANCEIRO PL;fev/20;2453;Vale Transporte;Desconto;136
688;ANALISTA FINANCEIRO PL;fev/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;fev/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;fev/20;2500;FGTS;Outros;400,24
688;ANALISTA FINANCEIRO PL;fev/20;909091;GPS parte empresa;;1.000,60
688;ANALISTA FINANCEIRO PL;fev/20;909092;GPS Terceiros;;290,17
688;ANALISTA FINANCEIRO PL;fev/20;909093;GPS Acidente Trabalho;;137,77
1533;ASSISTENTE FINANCEIRO JR;fev/20;1;Horas Normais;Provento;2.148,53
1533;ASSISTENTE FINANCEIRO JR;fev/20;14;Hrs Atestado até 15 dias;Provento;153,47
1533;ASSISTENTE FINANCEIRO JR;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;fev/20;249;Subs. Empresa Alimentação;Outros;300
1533;ASSISTENTE FINANCEIRO JR;fev/20;2000;INSS;Desconto;207,18
1533;ASSISTENTE FINANCEIRO JR;fev/20;2004;IRRF;Desconto;14,31
1533;ASSISTENTE FINANCEIRO JR;fev/20;2453;Vale Transporte;Desconto;136
1533;ASSISTENTE FINANCEIRO JR;fev/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;fev/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;fev/20;2500;FGTS;Outros;184,16
1533;ASSISTENTE FINANCEIRO JR;fev/20;909091;GPS parte empresa;;460,4
1533;ASSISTENTE FINANCEIRO JR;fev/20;909092;GPS Terceiros;;133,52
1533;ASSISTENTE FINANCEIRO JR;fev/20;909093;GPS Acidente Trabalho;;63,39
1550;ASSISTENTE FINANCEIRO JR;fev/20;1;Horas Normais;Provento;2.852,00
1550;ASSISTENTE FINANCEIRO JR;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1550;ASSISTENTE FINANCEIRO JR;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1550;ASSISTENTE FINANCEIRO JR;fev/20;249;Subs. Empresa Alimentação;Outros;300
1550;ASSISTENTE FINANCEIRO JR;fev/20;2000;INSS;Desconto;256,68
1550;ASSISTENTE FINANCEIRO JR;fev/20;2004;IRRF;Desconto;51,85
1550;ASSISTENTE FINANCEIRO JR;fev/20;2453;Vale Transporte;Desconto;149,6
1550;ASSISTENTE FINANCEIRO JR;fev/20;2470;Desconto Alimentação;Desconto;1,5
1550;ASSISTENTE FINANCEIRO JR;fev/20;2478;Desconto Refeição;Desconto;2,5
1550;ASSISTENTE FINANCEIRO JR;fev/20;2500;FGTS;Outros;228,16
1550;ASSISTENTE FINANCEIRO JR;fev/20;909091;GPS parte empresa;;570,4
1550;ASSISTENTE FINANCEIRO JR;fev/20;909092;GPS Terceiros;;165,42
1550;ASSISTENTE FINANCEIRO JR;fev/20;909093;GPS Acidente Trabalho;;78,54
1603;AUXILIAR FINANCEIRO;fev/20;1;Horas Normais;Provento;1.851,00
1603;AUXILIAR FINANCEIRO;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;fev/20;233;Desc.Copart. Unimed;Desconto;1,41
1603;AUXILIAR FINANCEIRO;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;fev/20;2000;INSS;Desconto;166,59
1603;AUXILIAR FINANCEIRO;fev/20;2453;Vale Transporte;Desconto;111,06
1603;AUXILIAR FINANCEIRO;fev/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;fev/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;fev/20;2500;FGTS;Outros;148,08
1603;AUXILIAR FINANCEIRO;fev/20;909091;GPS parte empresa;;370,2
1603;AUXILIAR FINANCEIRO;fev/20;909092;GPS Terceiros;;107,36
1603;AUXILIAR FINANCEIRO;fev/20;909093;GPS Acidente Trabalho;;50,97
1668;ESTAGIARIO;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;fev/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;fev/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;fev/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;fev/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;fev/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;fev/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;fev/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;fev/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;fev/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;fev/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;fev/20;233;Desc.Copart. Unimed;Desconto;1,41
42;CONTADOR ESPECIALIZADO;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;fev/20;249;Subs. Empresa Alimentação;Outros;300
42;CONTADOR ESPECIALIZADO;fev/20;2000;INSS;Desconto;671,11
42;CONTADOR ESPECIALIZADO;fev/20;2004;IRRF;Desconto;2.206,36
42;CONTADOR ESPECIALIZADO;fev/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;fev/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;fev/20;2500;FGTS;Outros;948,44
42;CONTADOR ESPECIALIZADO;fev/20;909091;GPS parte empresa;;2.371,11
42;CONTADOR ESPECIALIZADO;fev/20;909092;GPS Terceiros;;687,62
42;CONTADOR ESPECIALIZADO;fev/20;909093;GPS Acidente Trabalho;;326,47
276;ANALISTA CONTABIL ;fev/20;1;Horas Normais;Provento;4.003,00
276;ANALISTA CONTABIL ;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;fev/20;233;Desc.Copart. Unimed;Desconto;15,51
276;ANALISTA CONTABIL ;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;fev/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;fev/20;249;Subs. Empresa Alimentação;Outros;300
276;ANALISTA CONTABIL ;fev/20;2000;INSS;Desconto;440,33
276;ANALISTA CONTABIL ;fev/20;2004;IRRF;Desconto;151,16
276;ANALISTA CONTABIL ;fev/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;fev/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;fev/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;fev/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;fev/20;909092;GPS Terceiros;;232,17
276;ANALISTA CONTABIL ;fev/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;fev/20;1;Horas Normais;Provento;3.803,00
1336;ANALISTA FISCAL JUNIOR;fev/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;fev/20;249;Subs. Empresa Alimentação;Outros;300
1336;ANALISTA FISCAL JUNIOR;fev/20;2000;INSS;Desconto;418,33
1336;ANALISTA FISCAL JUNIOR;fev/20;2004;IRRF;Desconto;152,9
1336;ANALISTA FISCAL JUNIOR;fev/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;fev/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;fev/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;fev/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;fev/20;909092;GPS Terceiros;;220,57
1336;ANALISTA FISCAL JUNIOR;fev/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;fev/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;fev/20;220;Desc.Tit.Unimed Est Apart;Desconto;110,32
1439;RESPONSAVEL FISCAL I;fev/20;221;Desc.Dep.Unimed Est Apart;Desconto;639,48
1439;RESPONSAVEL FISCAL I;fev/20;222;Subs.Emp.Unimed Est Apart;Outros;525,86
1439;RESPONSAVEL FISCAL I;fev/20;233;Desc.Copart. Unimed;Desconto;4,23
1439;RESPONSAVEL FISCAL I;fev/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;fev/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;fev/20;249;Subs. Empresa Alimentação;Outros;300
