Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1647;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909091;GPS parte empresa;;263,65
1647;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909092;GPS Terceiros;;43,5
1647;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909093;GPS Acidente Trabalho;;36,3
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;1;Horas Normais;Provento;1.098,51
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;1951;Insalubridade;Provento;219,75
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2000;INSS;Desconto;102,96
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2453;Vale Transporte;Desconto;65,91
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2469;Farmácia;Desconto;103,66
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2470;Desconto Alimentação;Desconto;1,5
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2478;Desconto Refeição;Desconto;2,5
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2500;FGTS;Outros;105,46
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909091;GPS parte empresa;;263,65
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909092;GPS Terceiros;;43,5
1693;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909093;GPS Acidente Trabalho;;36,3
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;1;Horas Normais;Provento;1.061,89
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;14;Hrs Atestado até 15 dias;Provento;36,62
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;1951;Insalubridade;Provento;219,75
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2000;INSS;Desconto;102,96
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;2500;FGTS;Outros;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909091;GPS parte empresa;;263,65
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909092;GPS Terceiros;;43,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jun/20;909093;GPS Acidente Trabalho;;36,3
507;TECNICO DE QUALIDADE PL;jun/20;1;Horas Normais;Provento;6.143,00
507;TECNICO DE QUALIDADE PL;jun/20;232;Subs.Empre.Bradesco Apart;Outros;950,35
507;TECNICO DE QUALIDADE PL;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;jun/20;249;Subs. Empresa Alimentação;Outros;300
507;TECNICO DE QUALIDADE PL;jun/20;1981;Variavel DPO-Trimestral;Provento;2.298,14
507;TECNICO DE QUALIDADE PL;jun/20;2000;INSS;Desconto;713,08
507;TECNICO DE QUALIDADE PL;jun/20;2004;IRRF;Desconto;1.203,72
507;TECNICO DE QUALIDADE PL;jun/20;2469;Farmácia;Desconto;141,67
507;TECNICO DE QUALIDADE PL;jun/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;jun/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;jun/20;2500;FGTS;Outros;675,29
507;TECNICO DE QUALIDADE PL;jun/20;909091;GPS parte empresa;;1.688,23
507;TECNICO DE QUALIDADE PL;jun/20;909092;GPS Terceiros;;278,56
507;TECNICO DE QUALIDADE PL;jun/20;909093;GPS Acidente Trabalho;;232,44
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;1;Horas Normais;Provento;12.000,00
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;1981;Variavel DPO-Trimestral;Provento;8.551,02
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;2000;INSS;Desconto;713,08
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;2004;IRRF;Desconto;4.533,94
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;2500;FGTS;Outros;1.644,08
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;909091;GPS parte empresa;;4.110,20
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;909092;GPS Terceiros;;678,18
1708;SUPERVISOR MARKETING COMERCIAL;jun/20;909093;GPS Acidente Trabalho;;565,91
1601;DIRETOR GERAL;jun/20;1;Horas Normais;Provento;35.873,46
1601;DIRETOR GERAL;jun/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;jun/20;249;Subs. Empresa Alimentação;Outros;300
1601;DIRETOR GERAL;jun/20;1981;Variavel DPO-Trimestral;Provento;22.367,52
1601;DIRETOR GERAL;jun/20;2000;INSS;Desconto;713,08
1601;DIRETOR GERAL;jun/20;2004;IRRF;Desconto;14.898,68
1601;DIRETOR GERAL;jun/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;jun/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;jun/20;2500;FGTS;Outros;4.659,27
1601;DIRETOR GERAL;jun/20;909091;GPS parte empresa;;11.648,20
1601;DIRETOR GERAL;jun/20;909092;GPS Terceiros;;1.921,95
1601;DIRETOR GERAL;jun/20;909093;GPS Acidente Trabalho;;1.603,78
688;ANALISTA FINANCEIRO PL;jun/20;1;Horas Normais;Provento;5.003,00
688;ANALISTA FINANCEIRO PL;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;jun/20;233;Desc.Copart. Unimed;Desconto;1,41
688;ANALISTA FINANCEIRO PL;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;jun/20;249;Subs. Empresa Alimentação;Outros;300
688;ANALISTA FINANCEIRO PL;jun/20;1981;Variavel DPO-Trimestral;Provento;1.247,77
688;ANALISTA FINANCEIRO PL;jun/20;2000;INSS;Desconto;713,08
688;ANALISTA FINANCEIRO PL;jun/20;2004;IRRF;Desconto;653,5
688;ANALISTA FINANCEIRO PL;jun/20;2453;Vale Transporte;Desconto;136
688;ANALISTA FINANCEIRO PL;jun/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;jun/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;jun/20;2500;FGTS;Outros;500,06
688;ANALISTA FINANCEIRO PL;jun/20;909091;GPS parte empresa;;1.250,15
688;ANALISTA FINANCEIRO PL;jun/20;909092;GPS Terceiros;;206,28
688;ANALISTA FINANCEIRO PL;jun/20;909093;GPS Acidente Trabalho;;172,13
1533;ASSISTENTE FINANCEIRO JR;jun/20;1;Horas Normais;Provento;2.302,00
1533;ASSISTENTE FINANCEIRO JR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;jun/20;249;Subs. Empresa Alimentação;Outros;300
1533;ASSISTENTE FINANCEIRO JR;jun/20;2000;INSS;Desconto;197,86
1533;ASSISTENTE FINANCEIRO JR;jun/20;2004;IRRF;Desconto;15,01
1533;ASSISTENTE FINANCEIRO JR;jun/20;2453;Vale Transporte;Desconto;136
1533;ASSISTENTE FINANCEIRO JR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;jun/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;jun/20;2500;FGTS;Outros;184,16
1533;ASSISTENTE FINANCEIRO JR;jun/20;909091;GPS parte empresa;;460,4
1533;ASSISTENTE FINANCEIRO JR;jun/20;909092;GPS Terceiros;;75,96
1533;ASSISTENTE FINANCEIRO JR;jun/20;909093;GPS Acidente Trabalho;;63,39
1603;AUXILIAR FINANCEIRO;jun/20;1;Horas Normais;Provento;1.789,30
1603;AUXILIAR FINANCEIRO;jun/20;5;Horas Férias Diurnas;Provento;61,7
1603;AUXILIAR FINANCEIRO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;jun/20;540;Desc.1/3 Ferias Covid-19;Desconto;20,57
1603;AUXILIAR FINANCEIRO;jun/20;558;1/3 Férias;Provento;20,57
1603;AUXILIAR FINANCEIRO;jun/20;2000;INSS;Desconto;146,28
1603;AUXILIAR FINANCEIRO;jun/20;2002;INSS Férias;Desconto;4,63
1603;AUXILIAR FINANCEIRO;jun/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;jun/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;jun/20;2500;FGTS;Outros;148,08
1603;AUXILIAR FINANCEIRO;jun/20;909091;GPS parte empresa;;370,2
1603;AUXILIAR FINANCEIRO;jun/20;909092;GPS Terceiros;;61,08
1603;AUXILIAR FINANCEIRO;jun/20;909093;GPS Acidente Trabalho;;50,97
1668;ESTAGIARIO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;jun/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;jun/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;jun/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;jun/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;jun/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;jun/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;jun/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;jun/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;jun/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;jun/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;jun/20;249;Subs. Empresa Alimentação;Outros;300
42;CONTADOR ESPECIALIZADO;jun/20;1981;Variavel DPO-Trimestral;Provento;4.435,24
42;CONTADOR ESPECIALIZADO;jun/20;2000;INSS;Desconto;713,08
42;CONTADOR ESPECIALIZADO;jun/20;2004;IRRF;Desconto;3.414,50
42;CONTADOR ESPECIALIZADO;jun/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;jun/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;jun/20;2500;FGTS;Outros;1.303,26
42;CONTADOR ESPECIALIZADO;jun/20;909091;GPS parte empresa;;3.258,15
42;CONTADOR ESPECIALIZADO;jun/20;909092;GPS Terceiros;;537,6
42;CONTADOR ESPECIALIZADO;jun/20;909093;GPS Acidente Trabalho;;448,6
276;ANALISTA CONTABIL ;jun/20;1;Horas Normais;Provento;4.003,00
276;ANALISTA CONTABIL ;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;jun/20;249;Subs. Empresa Alimentação;Outros;300
276;ANALISTA CONTABIL ;jun/20;2000;INSS;Desconto;419,35
276;ANALISTA CONTABIL ;jun/20;2004;IRRF;Desconto;154,31
276;ANALISTA CONTABIL ;jun/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;jun/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;jun/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;jun/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;jun/20;909092;GPS Terceiros;;132,1
276;ANALISTA CONTABIL ;jun/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;jun/20;1;Horas Normais;Provento;3.803,00
1336;ANALISTA FISCAL JUNIOR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;jun/20;249;Subs. Empresa Alimentação;Outros;300
1336;ANALISTA FISCAL JUNIOR;jun/20;2000;INSS;Desconto;391,35
1336;ANALISTA FISCAL JUNIOR;jun/20;2004;IRRF;Desconto;156,95
1336;ANALISTA FISCAL JUNIOR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;jun/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;jun/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;jun/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;jun/20;909092;GPS Terceiros;;125,5
1336;ANALISTA FISCAL JUNIOR;jun/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;jun/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;jun/20;225;Desc.Dep.Unimed Est Enf;Desconto;469,05
1439;RESPONSAVEL FISCAL I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;469,05
1439;RESPONSAVEL FISCAL I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;jun/20;249;Subs. Empresa Alimentação;Outros;300
1439;RESPONSAVEL FISCAL I;jun/20;1981;Variavel DPO-Trimestral;Provento;3.556,26
1439;RESPONSAVEL FISCAL I;jun/20;2000;INSS;Desconto;713,08
1439;RESPONSAVEL FISCAL I;jun/20;2004;IRRF;Desconto;2.474,53
1439;RESPONSAVEL FISCAL I;jun/20;2470;Desconto Alimentação;Desconto;1,5
1439;RESPONSAVEL FISCAL I;jun/20;2478;Desconto Refeição;Desconto;2,5
1439;RESPONSAVEL FISCAL I;jun/20;2500;FGTS;Outros;1.044,98
1439;RESPONSAVEL FISCAL I;jun/20;909091;GPS parte empresa;;2.612,45
1439;RESPONSAVEL FISCAL I;jun/20;909092;GPS Terceiros;;431,05
1439;RESPONSAVEL FISCAL I;jun/20;909093;GPS Acidente Trabalho;;359,7
1534;ASSISTENTE FISCAL JR;jun/20;1;Horas Normais;Provento;2.708,60
1534;ASSISTENTE FISCAL JR;jun/20;5;Horas Férias Diurnas;Provento;93,4
1534;ASSISTENTE FISCAL JR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1534;ASSISTENTE FISCAL JR;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1534;ASSISTENTE FISCAL JR;jun/20;249;Subs. Empresa Alimentação;Outros;300
1534;ASSISTENTE FISCAL JR;jun/20;540;Desc.1/3 Ferias Covid-19;Desconto;31,13
1534;ASSISTENTE FISCAL JR;jun/20;558;1/3 Férias;Provento;31,13
1534;ASSISTENTE FISCAL JR;jun/20;2000;INSS;Desconto;250,86
1534;ASSISTENTE FISCAL JR;jun/20;2002;INSS Férias;Desconto;7
1534;ASSISTENTE FISCAL JR;jun/20;2004;IRRF;Desconto;41,53
1534;ASSISTENTE FISCAL JR;jun/20;2453;Vale Transporte;Desconto;136
1534;ASSISTENTE FISCAL JR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1534;ASSISTENTE FISCAL JR;jun/20;2478;Desconto Refeição;Desconto;2,5
1534;ASSISTENTE FISCAL JR;jun/20;2500;FGTS;Outros;224,16
1534;ASSISTENTE FISCAL JR;jun/20;909091;GPS parte empresa;;560,4
1534;ASSISTENTE FISCAL JR;jun/20;909092;GPS Terceiros;;92,46
1534;ASSISTENTE FISCAL JR;jun/20;909093;GPS Acidente Trabalho;;77,16
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1649;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
1682;ESTAGIARIO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1682;ESTAGIARIO;jun/20;1975;Bolsa de Estágio;Provento;900
1682;ESTAGIARIO;jun/20;909091;GPS parte empresa;;0
1682;ESTAGIARIO;jun/20;909092;GPS Terceiros;;0
1682;ESTAGIARIO;jun/20;909093;GPS Acidente Trabalho;;0
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1723;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1724;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
419;RESPONSAVEL CONTROLADORIA;jun/20;1;Horas Normais;Provento;7.005,00
419;RESPONSAVEL CONTROLADORIA;jun/20;249;Subs. Empresa Alimentação;Outros;300
419;RESPONSAVEL CONTROLADORIA;jun/20;1981;Variavel DPO-Trimestral;Provento;1.513,53
419;RESPONSAVEL CONTROLADORIA;jun/20;2000;INSS;Desconto;713,08
419;RESPONSAVEL CONTROLADORIA;jun/20;2004;IRRF;Desconto;1.277,14
419;RESPONSAVEL CONTROLADORIA;jun/20;2470;Desconto Alimentação;Desconto;1,5
419;RESPONSAVEL CONTROLADORIA;jun/20;2478;Desconto Refeição;Desconto;2,5
419;RESPONSAVEL CONTROLADORIA;jun/20;2500;FGTS;Outros;681,48
419;RESPONSAVEL CONTROLADORIA;jun/20;909091;GPS parte empresa;;1.703,71
419;RESPONSAVEL CONTROLADORIA;jun/20;909092;GPS Terceiros;;281,11
419;RESPONSAVEL CONTROLADORIA;jun/20;909093;GPS Acidente Trabalho;;234,57
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;1;Horas Normais;Provento;34.827,81
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;232;Subs.Empre.Bradesco Apart;Outros;1.276,47
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;249;Subs. Empresa Alimentação;Outros;300
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;1981;Variavel DPO-Trimestral;Provento;10.285,85
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;2000;INSS;Desconto;713,08
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;2004;IRRF;Desconto;11.340,80
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;2470;Desconto Alimentação;Desconto;1,5
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;2478;Desconto Refeição;Desconto;2,5
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;2500;FGTS;Outros;3.609,09
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;909091;GPS parte empresa;;9.022,73
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;909092;GPS Terceiros;;1.488,75
691;CONSULTOR PROC. E FINANÇAS SR;jun/20;909093;GPS Acidente Trabalho;;1.242,29
1550;ANALISTA DE CONTROLADORIA JR;jun/20;1;Horas Normais;Provento;2.852,00
1550;ANALISTA DE CONTROLADORIA JR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1550;ANALISTA DE CONTROLADORIA JR;jun/20;233;Desc.Copart. Unimed;Desconto;1,41
1550;ANALISTA DE CONTROLADORIA JR;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1550;ANALISTA DE CONTROLADORIA JR;jun/20;249;Subs. Empresa Alimentação;Outros;300
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2000;INSS;Desconto;263,86
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2004;IRRF;Desconto;51,31
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2453;Vale Transporte;Desconto;136
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2478;Desconto Refeição;Desconto;2,5
1550;ANALISTA DE CONTROLADORIA JR;jun/20;2500;FGTS;Outros;228,16
1550;ANALISTA DE CONTROLADORIA JR;jun/20;909091;GPS parte empresa;;570,4
