Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;14;Hrs Atestado até 15 dias;Provento;73,23
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;1951;Insalubridade;Provento;219,75
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2000;INSS;Desconto;105,36
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2453;Vale Transporte;Desconto;65,91
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2457;Desc. Hrs Atraso ;Desconto;1,17
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2469;Farmácia;Desconto;118,4
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2470;Desconto Alimentação;Desconto;1,5
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2478;Desconto Refeição;Desconto;2,5
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2500;FGTS;Outros;105,36
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909091;GPS parte empresa;;263,42
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909092;GPS Terceiros;;76,39
1693;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909093;GPS Acidente Trabalho;;36,27
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;1;Horas Normais;Provento;1.098,51
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;1951;Insalubridade;Provento;219,75
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2000;INSS;Desconto;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;2500;FGTS;Outros;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909091;GPS parte empresa;;263,65
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909092;GPS Terceiros;;76,46
1706;AUXILIAR DE SERVIÇOS GERAIS;mar/20;909093;GPS Acidente Trabalho;;36,3
507;TECNICO DE QUALIDADE PL;mar/20;1;Horas Normais;Provento;6.143,00
507;TECNICO DE QUALIDADE PL;mar/20;232;Subs.Empre.Bradesco Apart;Outros;950,35
507;TECNICO DE QUALIDADE PL;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;mar/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;mar/20;1981;Variavel DPO-Trimestral;Provento;6.165,16
507;TECNICO DE QUALIDADE PL;mar/20;2000;INSS;Desconto;671,11
507;TECNICO DE QUALIDADE PL;mar/20;2004;IRRF;Desconto;2.278,69
507;TECNICO DE QUALIDADE PL;mar/20;2469;Farmácia;Desconto;85,54
507;TECNICO DE QUALIDADE PL;mar/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;mar/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;mar/20;2500;FGTS;Outros;984,65
507;TECNICO DE QUALIDADE PL;mar/20;909091;GPS parte empresa;;2.461,63
507;TECNICO DE QUALIDADE PL;mar/20;909092;GPS Terceiros;;713,87
507;TECNICO DE QUALIDADE PL;mar/20;909093;GPS Acidente Trabalho;;338,93
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;1;Horas Normais;Provento;12.000,00
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;1981;Variavel DPO-Trimestral;Provento;5.465,03
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;2000;INSS;Desconto;671,11
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;2004;IRRF;Desconto;3.696,83
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;2500;FGTS;Outros;1.397,20
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;909091;GPS parte empresa;;3.493,01
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;909092;GPS Terceiros;;1.012,97
1708;SUPERVISOR MARKETING COMERCIAL;mar/20;909093;GPS Acidente Trabalho;;480,93
1601;DIRETOR GERAL;mar/20;1;Horas Normais;Provento;35.873,46
1601;DIRETOR GERAL;mar/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;mar/20;1981;Variavel DPO-Trimestral;Provento;54.991,44
1601;DIRETOR GERAL;mar/20;2000;INSS;Desconto;671,11
1601;DIRETOR GERAL;mar/20;2004;IRRF;Desconto;23.881,80
1601;DIRETOR GERAL;mar/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;mar/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;mar/20;2500;FGTS;Outros;7.269,19
1601;DIRETOR GERAL;mar/20;909091;GPS parte empresa;;18.172,98
1601;DIRETOR GERAL;mar/20;909092;GPS Terceiros;;5.270,16
1601;DIRETOR GERAL;mar/20;909093;GPS Acidente Trabalho;;2.502,15
688;ANALISTA FINANCEIRO PL;mar/20;1;Horas Normais;Provento;5.003,00
688;ANALISTA FINANCEIRO PL;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;mar/20;233;Desc.Copart. Unimed;Desconto;9,87
688;ANALISTA FINANCEIRO PL;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;mar/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;mar/20;1981;Variavel DPO-Trimestral;Provento;3.868,01
688;ANALISTA FINANCEIRO PL;mar/20;2000;INSS;Desconto;671,11
688;ANALISTA FINANCEIRO PL;mar/20;2004;IRRF;Desconto;1.385,61
688;ANALISTA FINANCEIRO PL;mar/20;2453;Vale Transporte;Desconto;122,4
688;ANALISTA FINANCEIRO PL;mar/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;mar/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;mar/20;2500;FGTS;Outros;709,68
688;ANALISTA FINANCEIRO PL;mar/20;909091;GPS parte empresa;;1.774,20
688;ANALISTA FINANCEIRO PL;mar/20;909092;GPS Terceiros;;514,52
688;ANALISTA FINANCEIRO PL;mar/20;909093;GPS Acidente Trabalho;;244,28
1533;ASSISTENTE FINANCEIRO JR;mar/20;1;Horas Normais;Provento;2.302,00
1533;ASSISTENTE FINANCEIRO JR;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;mar/20;233;Desc.Copart. Unimed;Desconto;2,82
1533;ASSISTENTE FINANCEIRO JR;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;mar/20;2000;INSS;Desconto;207,18
1533;ASSISTENTE FINANCEIRO JR;mar/20;2004;IRRF;Desconto;14,31
1533;ASSISTENTE FINANCEIRO JR;mar/20;2453;Vale Transporte;Desconto;122,4
1533;ASSISTENTE FINANCEIRO JR;mar/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;mar/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;mar/20;2500;FGTS;Outros;184,16
1533;ASSISTENTE FINANCEIRO JR;mar/20;909091;GPS parte empresa;;460,4
1533;ASSISTENTE FINANCEIRO JR;mar/20;909092;GPS Terceiros;;133,52
1533;ASSISTENTE FINANCEIRO JR;mar/20;909093;GPS Acidente Trabalho;;63,39
1603;AUXILIAR FINANCEIRO;mar/20;1;Horas Normais;Provento;1.851,00
1603;AUXILIAR FINANCEIRO;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;mar/20;2000;INSS;Desconto;166,59
1603;AUXILIAR FINANCEIRO;mar/20;2453;Vale Transporte;Desconto;111,06
1603;AUXILIAR FINANCEIRO;mar/20;2469;Farmácia;Desconto;75,99
1603;AUXILIAR FINANCEIRO;mar/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;mar/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;mar/20;2500;FGTS;Outros;148,08
1603;AUXILIAR FINANCEIRO;mar/20;909091;GPS parte empresa;;370,2
1603;AUXILIAR FINANCEIRO;mar/20;909092;GPS Terceiros;;107,36
1603;AUXILIAR FINANCEIRO;mar/20;909093;GPS Acidente Trabalho;;50,97
1668;ESTAGIARIO;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;mar/20;233;Desc.Copart. Unimed;Desconto;1,41
1668;ESTAGIARIO;mar/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;mar/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;mar/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;mar/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;mar/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;mar/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;mar/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;mar/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;mar/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;mar/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;mar/20;1981;Variavel DPO-Trimestral;Provento;13.834,12
42;CONTADOR ESPECIALIZADO;mar/20;2000;INSS;Desconto;671,11
42;CONTADOR ESPECIALIZADO;mar/20;2004;IRRF;Desconto;6.010,74
42;CONTADOR ESPECIALIZADO;mar/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;mar/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;mar/20;2500;FGTS;Outros;2.055,17
42;CONTADOR ESPECIALIZADO;mar/20;909091;GPS parte empresa;;5.137,93
42;CONTADOR ESPECIALIZADO;mar/20;909092;GPS Terceiros;;1.490,00
42;CONTADOR ESPECIALIZADO;mar/20;909093;GPS Acidente Trabalho;;707,42
276;ANALISTA CONTABIL ;mar/20;1;Horas Normais;Provento;4.003,00
276;ANALISTA CONTABIL ;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;mar/20;233;Desc.Copart. Unimed;Desconto;56,4
276;ANALISTA CONTABIL ;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;mar/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;mar/20;2000;INSS;Desconto;440,33
276;ANALISTA CONTABIL ;mar/20;2004;IRRF;Desconto;151,16
276;ANALISTA CONTABIL ;mar/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;mar/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;mar/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;mar/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;mar/20;909092;GPS Terceiros;;232,17
276;ANALISTA CONTABIL ;mar/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;mar/20;1;Horas Normais;Provento;3.803,00
1336;ANALISTA FISCAL JUNIOR;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;mar/20;233;Desc.Copart. Unimed;Desconto;1,41
1336;ANALISTA FISCAL JUNIOR;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;mar/20;2000;INSS;Desconto;418,33
1336;ANALISTA FISCAL JUNIOR;mar/20;2004;IRRF;Desconto;152,9
1336;ANALISTA FISCAL JUNIOR;mar/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;mar/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;mar/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;mar/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;mar/20;909092;GPS Terceiros;;220,57
1336;ANALISTA FISCAL JUNIOR;mar/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;mar/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;mar/20;225;Desc.Dep.Unimed Est Enf;Desconto;469,05
1439;RESPONSAVEL FISCAL I;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;469,05
1439;RESPONSAVEL FISCAL I;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;mar/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;mar/20;1981;Variavel DPO-Trimestral;Provento;10.641,93
1439;RESPONSAVEL FISCAL I;mar/20;2000;INSS;Desconto;671,11
1439;RESPONSAVEL FISCAL I;mar/20;2004;IRRF;Desconto;4.434,63
1439;RESPONSAVEL FISCAL I;mar/20;2470;Desconto Alimentação;Desconto;1,5
1439;RESPONSAVEL FISCAL I;mar/20;2478;Desconto Refeição;Desconto;2,5
1439;RESPONSAVEL FISCAL I;mar/20;2500;FGTS;Outros;1.611,83
1439;RESPONSAVEL FISCAL I;mar/20;909091;GPS parte empresa;;4.029,59
1439;RESPONSAVEL FISCAL I;mar/20;909092;GPS Terceiros;;1.168,58
1439;RESPONSAVEL FISCAL I;mar/20;909093;GPS Acidente Trabalho;;554,81
1534;ASSISTENTE FISCAL JR;mar/20;1;Horas Normais;Provento;2.054,80
1534;ASSISTENTE FISCAL JR;mar/20;14;Hrs Atestado até 15 dias;Provento;747,2
1534;ASSISTENTE FISCAL JR;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1534;ASSISTENTE FISCAL JR;mar/20;233;Desc.Copart. Unimed;Desconto;5,64
1534;ASSISTENTE FISCAL JR;mar/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1534;ASSISTENTE FISCAL JR;mar/20;257;Horas Extras c/ 50%;Provento;42,99
1534;ASSISTENTE FISCAL JR;mar/20;400;DSR Reflexo H.Extras;Provento;8,96
1534;ASSISTENTE FISCAL JR;mar/20;2000;INSS;Desconto;256,33
1534;ASSISTENTE FISCAL JR;mar/20;2004;IRRF;Desconto;51,59
1534;ASSISTENTE FISCAL JR;mar/20;2457;Desc. Hrs Atraso ;Desconto;5,73
1534;ASSISTENTE FISCAL JR;mar/20;2470;Desconto Alimentação;Desconto;1,5
1534;ASSISTENTE FISCAL JR;mar/20;2478;Desconto Refeição;Desconto;2,5
1534;ASSISTENTE FISCAL JR;mar/20;2500;FGTS;Outros;227,85
1534;ASSISTENTE FISCAL JR;mar/20;909091;GPS parte empresa;;569,64
1534;ASSISTENTE FISCAL JR;mar/20;909092;GPS Terceiros;;165,2
1534;ASSISTENTE FISCAL JR;mar/20;909093;GPS Acidente Trabalho;;78,43
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;1;Horas Normais;Provento;519,5
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;3;Desconto Hrs Faltas;Desconto;20,78
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;4;Desc. Horas DSR Faltas ;Desconto;51,95
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;233;Desc.Copart. Unimed;Desconto;2,82
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2000;INSS;Desconto;34,92
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2453;Vale Transporte;Desconto;31,17
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2457;Desc. Hrs Atraso ;Desconto;10,22
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2500;FGTS;Outros;8,73
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909091;GPS parte empresa;;87,31
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909092;GPS Terceiros;;25,32
1649;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909093;GPS Acidente Trabalho;;12,02
1682;ESTAGIARIO;mar/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1682;ESTAGIARIO;mar/20;1975;Bolsa de Estágio;Provento;900
1682;ESTAGIARIO;mar/20;909091;GPS parte empresa;;0
1682;ESTAGIARIO;mar/20;909092;GPS Terceiros;;0
1682;ESTAGIARIO;mar/20;909093;GPS Acidente Trabalho;;0
1711;ESTAGIARIO;mar/20;1975;Bolsa de Estágio;Provento;900
1711;ESTAGIARIO;mar/20;909091;GPS parte empresa;;0
1711;ESTAGIARIO;mar/20;909092;GPS Terceiros;;0
1711;ESTAGIARIO;mar/20;909093;GPS Acidente Trabalho;;0
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;1;Horas Normais;Provento;519,5
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2000;INSS;Desconto;41,56
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2453;Vale Transporte;Desconto;31,17
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;2500;FGTS;Outros;10,39
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909091;GPS parte empresa;;103,9
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909092;GPS Terceiros;;30,13
1723;APRENDIZ SERV.ADMINISTRATIVO;mar/20;909093;GPS Acidente Trabalho;;14,31
