Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;14;Hrs Atestado até 15 dias;Provento;73,23
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;233;Desc.Copart. Unimed;Desconto;7,05
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;1951;Insalubridade;Provento;219,75
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2000;INSS;Desconto;102,96
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2453;Vale Transporte;Desconto;65,91
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2470;Desconto Alimentação;Desconto;1,5
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2478;Desconto Refeição;Desconto;2,5
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2500;FGTS;Outros;105,46
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909091;GPS parte empresa;;263,65
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909092;GPS Terceiros;;76,46
1686;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909093;GPS Acidente Trabalho;;36,3
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;1;Horas Normais;Provento;1.098,51
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;233;Desc.Copart. Unimed;Desconto;1,41
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;1951;Insalubridade;Provento;219,75
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2000;INSS;Desconto;102,96
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2453;Vale Transporte;Desconto;65,91
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2469;Farmácia;Desconto;129,51
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2470;Desconto Alimentação;Desconto;1,5
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2478;Desconto Refeição;Desconto;2,5
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2500;FGTS;Outros;105,46
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909091;GPS parte empresa;;263,65
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909092;GPS Terceiros;;76,46
1693;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909093;GPS Acidente Trabalho;;36,3
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;1;Horas Normais;Provento;1.098,51
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;1951;Insalubridade;Provento;219,75
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2000;INSS;Desconto;102,96
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;2500;FGTS;Outros;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909091;GPS parte empresa;;263,65
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909092;GPS Terceiros;;76,46
1706;AUXILIAR DE SERVIÇOS GERAIS;abr/20;909093;GPS Acidente Trabalho;;36,3
507;TECNICO DE QUALIDADE PL;abr/20;1;Horas Normais;Provento;6.143,00
507;TECNICO DE QUALIDADE PL;abr/20;232;Subs.Empre.Bradesco Apart;Outros;950,35
507;TECNICO DE QUALIDADE PL;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;abr/20;249;Subs. Empresa Alimentação;Outros;300
507;TECNICO DE QUALIDADE PL;abr/20;2000;INSS;Desconto;713,08
507;TECNICO DE QUALIDADE PL;abr/20;2004;IRRF;Desconto;571,73
507;TECNICO DE QUALIDADE PL;abr/20;2469;Farmácia;Desconto;159,76
507;TECNICO DE QUALIDADE PL;abr/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;abr/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;abr/20;2500;FGTS;Outros;491,44
507;TECNICO DE QUALIDADE PL;abr/20;909091;GPS parte empresa;;1.228,60
507;TECNICO DE QUALIDADE PL;abr/20;909092;GPS Terceiros;;356,29
507;TECNICO DE QUALIDADE PL;abr/20;909093;GPS Acidente Trabalho;;169,16
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;1;Horas Normais;Provento;12.000,00
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;2000;INSS;Desconto;713,08
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;2004;IRRF;Desconto;2.182,41
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;2500;FGTS;Outros;960
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;909091;GPS parte empresa;;2.400,00
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;909092;GPS Terceiros;;696
1708;SUPERVISOR MARKETING COMERCIAL;abr/20;909093;GPS Acidente Trabalho;;330,44
1601;DIRETOR GERAL;abr/20;1;Horas Normais;Provento;35.873,46
1601;DIRETOR GERAL;abr/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;abr/20;249;Subs. Empresa Alimentação;Outros;300
1601;DIRETOR GERAL;abr/20;1965;Gratificação;Provento;228.902,72
1601;DIRETOR GERAL;abr/20;2000;INSS;Desconto;713,08
1601;DIRETOR GERAL;abr/20;2004;IRRF;Desconto;71.695,86
1601;DIRETOR GERAL;abr/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;abr/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;abr/20;2500;FGTS;Outros;21.182,09
1601;DIRETOR GERAL;abr/20;909091;GPS parte empresa;;52.955,24
1601;DIRETOR GERAL;abr/20;909092;GPS Terceiros;;15.357,02
1601;DIRETOR GERAL;abr/20;909093;GPS Acidente Trabalho;;7.291,14
688;ANALISTA FINANCEIRO PL;abr/20;1;Horas Normais;Provento;5.003,00
688;ANALISTA FINANCEIRO PL;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;abr/20;249;Subs. Empresa Alimentação;Outros;300
688;ANALISTA FINANCEIRO PL;abr/20;2000;INSS;Desconto;559,35
688;ANALISTA FINANCEIRO PL;abr/20;2004;IRRF;Desconto;363,69
688;ANALISTA FINANCEIRO PL;abr/20;2453;Vale Transporte;Desconto;149,6
688;ANALISTA FINANCEIRO PL;abr/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;abr/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;abr/20;2500;FGTS;Outros;400,24
688;ANALISTA FINANCEIRO PL;abr/20;909091;GPS parte empresa;;1.000,60
688;ANALISTA FINANCEIRO PL;abr/20;909092;GPS Terceiros;;290,17
688;ANALISTA FINANCEIRO PL;abr/20;909093;GPS Acidente Trabalho;;137,77
1533;ASSISTENTE FINANCEIRO JR;abr/20;1;Horas Normais;Provento;2.302,00
1533;ASSISTENTE FINANCEIRO JR;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;abr/20;233;Desc.Copart. Unimed;Desconto;1,41
1533;ASSISTENTE FINANCEIRO JR;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;abr/20;249;Subs. Empresa Alimentação;Outros;300
1533;ASSISTENTE FINANCEIRO JR;abr/20;2000;INSS;Desconto;194,14
1533;ASSISTENTE FINANCEIRO JR;abr/20;2004;IRRF;Desconto;12,96
1533;ASSISTENTE FINANCEIRO JR;abr/20;2453;Vale Transporte;Desconto;138,12
1533;ASSISTENTE FINANCEIRO JR;abr/20;2457;Desc. Hrs Atraso ;Desconto;31,04
1533;ASSISTENTE FINANCEIRO JR;abr/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;abr/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;abr/20;2500;FGTS;Outros;181,67
1533;ASSISTENTE FINANCEIRO JR;abr/20;909091;GPS parte empresa;;454,19
1533;ASSISTENTE FINANCEIRO JR;abr/20;909092;GPS Terceiros;;131,72
1533;ASSISTENTE FINANCEIRO JR;abr/20;909093;GPS Acidente Trabalho;;62,54
1603;AUXILIAR FINANCEIRO;abr/20;1;Horas Normais;Provento;1.851,00
1603;AUXILIAR FINANCEIRO;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;abr/20;233;Desc.Copart. Unimed;Desconto;1,41
1603;AUXILIAR FINANCEIRO;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;abr/20;2000;INSS;Desconto;148,37
1603;AUXILIAR FINANCEIRO;abr/20;2453;Vale Transporte;Desconto;111,06
1603;AUXILIAR FINANCEIRO;abr/20;2457;Desc. Hrs Atraso ;Desconto;28,19
1603;AUXILIAR FINANCEIRO;abr/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;abr/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;abr/20;2500;FGTS;Outros;145,82
1603;AUXILIAR FINANCEIRO;abr/20;909091;GPS parte empresa;;364,56
1603;AUXILIAR FINANCEIRO;abr/20;909092;GPS Terceiros;;105,72
1603;AUXILIAR FINANCEIRO;abr/20;909093;GPS Acidente Trabalho;;50,19
1668;ESTAGIARIO;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;abr/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;abr/20;2453;Vale Transporte;Desconto;1,6
1668;ESTAGIARIO;abr/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;abr/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;abr/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;abr/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;abr/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;abr/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;abr/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;abr/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;abr/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;abr/20;249;Subs. Empresa Alimentação;Outros;300
42;CONTADOR ESPECIALIZADO;abr/20;2000;INSS;Desconto;713,08
42;CONTADOR ESPECIALIZADO;abr/20;2004;IRRF;Desconto;2.194,81
42;CONTADOR ESPECIALIZADO;abr/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;abr/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;abr/20;2500;FGTS;Outros;948,44
42;CONTADOR ESPECIALIZADO;abr/20;909091;GPS parte empresa;;2.371,11
42;CONTADOR ESPECIALIZADO;abr/20;909092;GPS Terceiros;;687,62
42;CONTADOR ESPECIALIZADO;abr/20;909093;GPS Acidente Trabalho;;326,47
276;ANALISTA CONTABIL ;abr/20;1;Horas Normais;Provento;4.003,00
276;ANALISTA CONTABIL ;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;abr/20;249;Subs. Empresa Alimentação;Outros;300
276;ANALISTA CONTABIL ;abr/20;2000;INSS;Desconto;419,35
276;ANALISTA CONTABIL ;abr/20;2004;IRRF;Desconto;154,31
276;ANALISTA CONTABIL ;abr/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;abr/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;abr/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;abr/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;abr/20;909092;GPS Terceiros;;232,17
276;ANALISTA CONTABIL ;abr/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;abr/20;1;Horas Normais;Provento;3.803,00
1336;ANALISTA FISCAL JUNIOR;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;abr/20;233;Desc.Copart. Unimed;Desconto;2,82
1336;ANALISTA FISCAL JUNIOR;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;abr/20;249;Subs. Empresa Alimentação;Outros;300
1336;ANALISTA FISCAL JUNIOR;abr/20;2000;INSS;Desconto;391,35
1336;ANALISTA FISCAL JUNIOR;abr/20;2004;IRRF;Desconto;156,95
1336;ANALISTA FISCAL JUNIOR;abr/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;abr/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;abr/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;abr/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;abr/20;909092;GPS Terceiros;;220,57
1336;ANALISTA FISCAL JUNIOR;abr/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;abr/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;abr/20;225;Desc.Dep.Unimed Est Enf;Desconto;469,05
1439;RESPONSAVEL FISCAL I;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;469,05
1439;RESPONSAVEL FISCAL I;abr/20;233;Desc.Copart. Unimed;Desconto;11,28
1439;RESPONSAVEL FISCAL I;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;abr/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;abr/20;249;Subs. Empresa Alimentação;Outros;300
1439;RESPONSAVEL FISCAL I;abr/20;2000;INSS;Desconto;713,08
1439;RESPONSAVEL FISCAL I;abr/20;2004;IRRF;Desconto;1.496,56
1439;RESPONSAVEL FISCAL I;abr/20;2470;Desconto Alimentação;Desconto;1,5
1439;RESPONSAVEL FISCAL I;abr/20;2478;Desconto Refeição;Desconto;2,5
1439;RESPONSAVEL FISCAL I;abr/20;2500;FGTS;Outros;760,48
1439;RESPONSAVEL FISCAL I;abr/20;909091;GPS parte empresa;;1.901,20
1439;RESPONSAVEL FISCAL I;abr/20;909092;GPS Terceiros;;551,35
1439;RESPONSAVEL FISCAL I;abr/20;909093;GPS Acidente Trabalho;;261,77
1534;ASSISTENTE FISCAL JR;abr/20;1;Horas Normais;Provento;2.802,00
1534;ASSISTENTE FISCAL JR;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1534;ASSISTENTE FISCAL JR;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1534;ASSISTENTE FISCAL JR;abr/20;249;Subs. Empresa Alimentação;Outros;300
1534;ASSISTENTE FISCAL JR;abr/20;257;Horas Extras c/ 50%;Provento;19,1
1534;ASSISTENTE FISCAL JR;abr/20;400;DSR Reflexo H.Extras;Provento;3,67
1534;ASSISTENTE FISCAL JR;abr/20;2000;INSS;Desconto;260,6
1534;ASSISTENTE FISCAL JR;abr/20;2004;IRRF;Desconto;49,51
1534;ASSISTENTE FISCAL JR;abr/20;2453;Vale Transporte;Desconto;149,6
1534;ASSISTENTE FISCAL JR;abr/20;2470;Desconto Alimentação;Desconto;1,5
1534;ASSISTENTE FISCAL JR;abr/20;2478;Desconto Refeição;Desconto;2,5
1534;ASSISTENTE FISCAL JR;abr/20;2500;FGTS;Outros;225,98
1534;ASSISTENTE FISCAL JR;abr/20;909091;GPS parte empresa;;564,95
1534;ASSISTENTE FISCAL JR;abr/20;909092;GPS Terceiros;;163,84
1534;ASSISTENTE FISCAL JR;abr/20;909093;GPS Acidente Trabalho;;77,79
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;1;Horas Normais;Provento;505,08
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;14;Hrs Atestado até 15 dias;Provento;17,42
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;233;Desc.Copart. Unimed;Desconto;1,41
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2000;INSS;Desconto;39,18
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2453;Vale Transporte;Desconto;31,35
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2500;FGTS;Outros;10,45
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909091;GPS parte empresa;;104,5
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909092;GPS Terceiros;;30,31
1649;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909093;GPS Acidente Trabalho;;14,39
1682;ESTAGIARIO;abr/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1682;ESTAGIARIO;abr/20;1975;Bolsa de Estágio;Provento;900
1682;ESTAGIARIO;abr/20;909091;GPS parte empresa;;0
1682;ESTAGIARIO;abr/20;909092;GPS Terceiros;;0
1682;ESTAGIARIO;abr/20;909093;GPS Acidente Trabalho;;0
1711;ESTAGIARIO;abr/20;1975;Bolsa de Estágio;Provento;780
1711;ESTAGIARIO;abr/20;2454;Líquido Rescisão;Desconto;780
1711;ESTAGIARIO;abr/20;909091;GPS parte empresa;;0
1711;ESTAGIARIO;abr/20;909092;GPS Terceiros;;0
1711;ESTAGIARIO;abr/20;909093;GPS Acidente Trabalho;;0
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;1;Horas Normais;Provento;522,5
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2000;INSS;Desconto;39,18
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2453;Vale Transporte;Desconto;31,35
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2500;FGTS;Outros;10,45
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909091;GPS parte empresa;;104,5
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909092;GPS Terceiros;;30,31
1723;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909093;GPS Acidente Trabalho;;14,39
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;1;Horas Normais;Provento;522,5
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2000;INSS;Desconto;39,18
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2453;Vale Transporte;Desconto;31,35
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;2500;FGTS;Outros;10,45
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909091;GPS parte empresa;;104,5
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909092;GPS Terceiros;;30,31
1724;APRENDIZ SERV.ADMINISTRATIVO;abr/20;909093;GPS Acidente Trabalho;;14,39
419;RESPONSAVEL CONTROLADORIA;abr/20;1;Horas Normais;Provento;7.005,00
419;RESPONSAVEL CONTROLADORIA;abr/20;249;Subs. Empresa Alimentação;Outros;300
419;RESPONSAVEL CONTROLADORIA;abr/20;257;Horas Extras c/ 50%;Provento;209,35
419;RESPONSAVEL CONTROLADORIA;abr/20;400;DSR Reflexo H.Extras;Provento;40,26
419;RESPONSAVEL CONTROLADORIA;abr/20;2000;INSS;Desconto;713,08
419;RESPONSAVEL CONTROLADORIA;abr/20;2004;IRRF;Desconto;929,56
419;RESPONSAVEL CONTROLADORIA;abr/20;2470;Desconto Alimentação;Desconto;1,5
419;RESPONSAVEL CONTROLADORIA;abr/20;2478;Desconto Refeição;Desconto;2,5
419;RESPONSAVEL CONTROLADORIA;abr/20;2500;FGTS;Outros;580,36
419;RESPONSAVEL CONTROLADORIA;abr/20;909091;GPS parte empresa;;1.450,92
419;RESPONSAVEL CONTROLADORIA;abr/20;909092;GPS Terceiros;;420,77
419;RESPONSAVEL CONTROLADORIA;abr/20;909093;GPS Acidente Trabalho;;199,77
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;1;Horas Normais;Provento;34.827,81
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;232;Subs.Empre.Bradesco Apart;Outros;1.179,38
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;246;Desc.Titular OdontoPrev;Desconto;22,04
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;249;Subs. Empresa Alimentação;Outros;300
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;1965;Gratificação;Provento;126.790,01
691;CONSULTOR PROC. E FINANÇAS SR;abr/20;2000;INSS;Desconto;713,08
