Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2470;Desconto Alimentação;Desconto;1,5
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2478;Desconto Refeição;Desconto;2,5
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2500;FGTS;Outros;104,62
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909091;GPS parte empresa;;261,57
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909092;GPS Terceiros;;43,16
1647;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909093;GPS Acidente Trabalho;;36,01
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;1;Horas Normais;Provento;1.098,51
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;1951;Insalubridade;Provento;219,75
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2000;INSS;Desconto;102,7
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2453;Vale Transporte;Desconto;65,91
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2457;Desc. Hrs Atraso ;Desconto;2,83
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2469;Farmácia;Desconto;69,73
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2470;Desconto Alimentação;Desconto;1,5
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2478;Desconto Refeição;Desconto;2,5
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2500;FGTS;Outros;105,23
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909091;GPS parte empresa;;263,09
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909092;GPS Terceiros;;43,41
1693;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909093;GPS Acidente Trabalho;;36,22
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;1;Horas Normais;Provento;1.098,51
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;1951;Insalubridade;Provento;219,75
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2000;INSS;Desconto;102,96
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;2500;FGTS;Outros;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909091;GPS parte empresa;;263,65
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909092;GPS Terceiros;;43,5
1706;AUXILIAR DE SERVIÇOS GERAIS;jul/20;909093;GPS Acidente Trabalho;;36,3
507;TECNICO DE QUALIDADE PL;jul/20;1;Horas Normais;Provento;6.143,00
507;TECNICO DE QUALIDADE PL;jul/20;232;Subs.Empre.Bradesco Apart;Outros;1.047,44
507;TECNICO DE QUALIDADE PL;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;jul/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;jul/20;249;Subs. Empresa Alimentação;Outros;300
507;TECNICO DE QUALIDADE PL;jul/20;2000;INSS;Desconto;713,08
507;TECNICO DE QUALIDADE PL;jul/20;2004;IRRF;Desconto;571,73
507;TECNICO DE QUALIDADE PL;jul/20;2469;Farmácia;Desconto;43,78
507;TECNICO DE QUALIDADE PL;jul/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;jul/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;jul/20;2500;FGTS;Outros;491,44
507;TECNICO DE QUALIDADE PL;jul/20;909091;GPS parte empresa;;1.228,60
507;TECNICO DE QUALIDADE PL;jul/20;909092;GPS Terceiros;;202,72
507;TECNICO DE QUALIDADE PL;jul/20;909093;GPS Acidente Trabalho;;169,16
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;1;Horas Normais;Provento;12.000,00
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2000;INSS;Desconto;713,08
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2004;IRRF;Desconto;2.182,41
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2474;Multa de Trânsito;Desconto;254,78
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2500;FGTS;Outros;960
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;2519;Diferenças SEFIP;Outros;0,01
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;909091;GPS parte empresa;;2.400,00
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;909092;GPS Terceiros;;396
1708;SUPERVISOR MARKETING COMERCIAL;jul/20;909093;GPS Acidente Trabalho;;330,44
1601;DIRETOR GERAL;jul/20;1;Horas Normais;Provento;35.873,46
1601;DIRETOR GERAL;jul/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;jul/20;249;Subs. Empresa Alimentação;Outros;300
1601;DIRETOR GERAL;jul/20;2000;INSS;Desconto;713,08
1601;DIRETOR GERAL;jul/20;2004;IRRF;Desconto;8.747,61
1601;DIRETOR GERAL;jul/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;jul/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;jul/20;2500;FGTS;Outros;2.869,87
1601;DIRETOR GERAL;jul/20;909091;GPS parte empresa;;7.174,69
1601;DIRETOR GERAL;jul/20;909092;GPS Terceiros;;1.183,82
1601;DIRETOR GERAL;jul/20;909093;GPS Acidente Trabalho;;987,85
688;ANALISTA FINANCEIRO PL;jul/20;1;Horas Normais;Provento;5.003,00
688;ANALISTA FINANCEIRO PL;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;jul/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;jul/20;249;Subs. Empresa Alimentação;Outros;300
688;ANALISTA FINANCEIRO PL;jul/20;2000;INSS;Desconto;559,35
688;ANALISTA FINANCEIRO PL;jul/20;2004;IRRF;Desconto;363,69
688;ANALISTA FINANCEIRO PL;jul/20;2453;Vale Transporte;Desconto;136
688;ANALISTA FINANCEIRO PL;jul/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;jul/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;jul/20;2500;FGTS;Outros;400,24
688;ANALISTA FINANCEIRO PL;jul/20;2519;Diferenças SEFIP;Outros;0,01
688;ANALISTA FINANCEIRO PL;jul/20;909091;GPS parte empresa;;1.000,60
688;ANALISTA FINANCEIRO PL;jul/20;909092;GPS Terceiros;;165,1
688;ANALISTA FINANCEIRO PL;jul/20;909093;GPS Acidente Trabalho;;137,77
1533;ASSISTENTE FINANCEIRO JR;jul/20;1;Horas Normais;Provento;2.302,00
1533;ASSISTENTE FINANCEIRO JR;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;jul/20;249;Subs. Empresa Alimentação;Outros;300
1533;ASSISTENTE FINANCEIRO JR;jul/20;2000;INSS;Desconto;197,86
1533;ASSISTENTE FINANCEIRO JR;jul/20;2004;IRRF;Desconto;15,01
1533;ASSISTENTE FINANCEIRO JR;jul/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;jul/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;jul/20;2500;FGTS;Outros;184,16
1533;ASSISTENTE FINANCEIRO JR;jul/20;909091;GPS parte empresa;;460,4
1533;ASSISTENTE FINANCEIRO JR;jul/20;909092;GPS Terceiros;;75,96
1533;ASSISTENTE FINANCEIRO JR;jul/20;909093;GPS Acidente Trabalho;;63,39
1603;AUXILIAR FINANCEIRO;jul/20;1;Horas Normais;Provento;1.851,00
1603;AUXILIAR FINANCEIRO;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;jul/20;2000;INSS;Desconto;150,91
1603;AUXILIAR FINANCEIRO;jul/20;2453;Vale Transporte;Desconto;78
1603;AUXILIAR FINANCEIRO;jul/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;jul/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;jul/20;2500;FGTS;Outros;148,08
1603;AUXILIAR FINANCEIRO;jul/20;909091;GPS parte empresa;;370,2
1603;AUXILIAR FINANCEIRO;jul/20;909092;GPS Terceiros;;61,08
1603;AUXILIAR FINANCEIRO;jul/20;909093;GPS Acidente Trabalho;;50,97
1668;ESTAGIARIO;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;jul/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;jul/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;jul/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;jul/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;jul/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;jul/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;jul/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;jul/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;jul/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;jul/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;jul/20;249;Subs. Empresa Alimentação;Outros;300
42;CONTADOR ESPECIALIZADO;jul/20;2000;INSS;Desconto;713,08
42;CONTADOR ESPECIALIZADO;jul/20;2004;IRRF;Desconto;2.194,81
42;CONTADOR ESPECIALIZADO;jul/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;jul/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;jul/20;2500;FGTS;Outros;948,44
42;CONTADOR ESPECIALIZADO;jul/20;2519;Diferenças SEFIP;Outros;0,01
42;CONTADOR ESPECIALIZADO;jul/20;909091;GPS parte empresa;;2.371,11
42;CONTADOR ESPECIALIZADO;jul/20;909092;GPS Terceiros;;391,24
42;CONTADOR ESPECIALIZADO;jul/20;909093;GPS Acidente Trabalho;;326,47
276;ANALISTA CONTABIL ;jul/20;1;Horas Normais;Provento;4.003,00
276;ANALISTA CONTABIL ;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;jul/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;jul/20;249;Subs. Empresa Alimentação;Outros;300
276;ANALISTA CONTABIL ;jul/20;2000;INSS;Desconto;419,35
276;ANALISTA CONTABIL ;jul/20;2004;IRRF;Desconto;154,31
276;ANALISTA CONTABIL ;jul/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;jul/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;jul/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;jul/20;2519;Diferenças SEFIP;Outros;0,01
276;ANALISTA CONTABIL ;jul/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;jul/20;909092;GPS Terceiros;;132,1
276;ANALISTA CONTABIL ;jul/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;jul/20;1;Horas Normais;Provento;3.803,00
1336;ANALISTA FISCAL JUNIOR;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;jul/20;249;Subs. Empresa Alimentação;Outros;300
1336;ANALISTA FISCAL JUNIOR;jul/20;2000;INSS;Desconto;391,35
1336;ANALISTA FISCAL JUNIOR;jul/20;2004;IRRF;Desconto;156,95
1336;ANALISTA FISCAL JUNIOR;jul/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;jul/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;jul/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;jul/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;jul/20;909092;GPS Terceiros;;125,5
1336;ANALISTA FISCAL JUNIOR;jul/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;jul/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;jul/20;225;Desc.Dep.Unimed Est Enf;Desconto;469,05
1439;RESPONSAVEL FISCAL I;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;469,05
1439;RESPONSAVEL FISCAL I;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;jul/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;jul/20;249;Subs. Empresa Alimentação;Outros;300
1439;RESPONSAVEL FISCAL I;jul/20;2000;INSS;Desconto;713,08
1439;RESPONSAVEL FISCAL I;jul/20;2004;IRRF;Desconto;1.496,56
1439;RESPONSAVEL FISCAL I;jul/20;2470;Desconto Alimentação;Desconto;1,5
1439;RESPONSAVEL FISCAL I;jul/20;2478;Desconto Refeição;Desconto;2,5
1439;RESPONSAVEL FISCAL I;jul/20;2500;FGTS;Outros;760,48
1439;RESPONSAVEL FISCAL I;jul/20;909091;GPS parte empresa;;1.901,20
1439;RESPONSAVEL FISCAL I;jul/20;909092;GPS Terceiros;;313,69
1439;RESPONSAVEL FISCAL I;jul/20;909093;GPS Acidente Trabalho;;261,77
1534;ASSISTENTE FISCAL JR;jul/20;1;Horas Normais;Provento;2.802,00
1534;ASSISTENTE FISCAL JR;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1534;ASSISTENTE FISCAL JR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1534;ASSISTENTE FISCAL JR;jul/20;249;Subs. Empresa Alimentação;Outros;300
1534;ASSISTENTE FISCAL JR;jul/20;2000;INSS;Desconto;257,86
1534;ASSISTENTE FISCAL JR;jul/20;2004;IRRF;Desconto;48,01
1534;ASSISTENTE FISCAL JR;jul/20;2470;Desconto Alimentação;Desconto;1,5
1534;ASSISTENTE FISCAL JR;jul/20;2478;Desconto Refeição;Desconto;2,5
1534;ASSISTENTE FISCAL JR;jul/20;2500;FGTS;Outros;224,16
1534;ASSISTENTE FISCAL JR;jul/20;909091;GPS parte empresa;;560,4
1534;ASSISTENTE FISCAL JR;jul/20;909092;GPS Terceiros;;92,46
1534;ASSISTENTE FISCAL JR;jul/20;909093;GPS Acidente Trabalho;;77,16
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;1;Horas Normais;Provento;156,75
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;6;Horas Aux.Maternidade;Provento;365,75
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;233;Desc.Copart. Unimed;Desconto;4,23
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2000;INSS;Desconto;39,18
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2500;FGTS;Outros;10,45
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909091;GPS parte empresa;;104,5
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909092;GPS Terceiros;;17,24
1649;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909093;GPS Acidente Trabalho;;14,39
1682;ESTAGIARIO;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1682;ESTAGIARIO;jul/20;1975;Bolsa de Estágio;Provento;900
1682;ESTAGIARIO;jul/20;909091;GPS parte empresa;;0
1682;ESTAGIARIO;jul/20;909092;GPS Terceiros;;0
1682;ESTAGIARIO;jul/20;909093;GPS Acidente Trabalho;;0
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;1;Horas Normais;Provento;522,5
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2000;INSS;Desconto;39,18
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2500;FGTS;Outros;10,45
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909091;GPS parte empresa;;104,5
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909092;GPS Terceiros;;17,24
1723;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909093;GPS Acidente Trabalho;;14,39
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;1;Horas Normais;Provento;522,5
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2000;INSS;Desconto;39,18
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;2500;FGTS;Outros;10,45
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909091;GPS parte empresa;;104,5
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909092;GPS Terceiros;;17,24
1724;APRENDIZ SERV.ADMINISTRATIVO;jul/20;909093;GPS Acidente Trabalho;;14,39
419;RESPONSAVEL CONTROLADORIA;jul/20;1;Horas Normais;Provento;7.005,00
419;RESPONSAVEL CONTROLADORIA;jul/20;249;Subs. Empresa Alimentação;Outros;300
419;RESPONSAVEL CONTROLADORIA;jul/20;2000;INSS;Desconto;713,08
419;RESPONSAVEL CONTROLADORIA;jul/20;2004;IRRF;Desconto;860,92
419;RESPONSAVEL CONTROLADORIA;jul/20;2470;Desconto Alimentação;Desconto;1,5
419;RESPONSAVEL CONTROLADORIA;jul/20;2478;Desconto Refeição;Desconto;2,5
419;RESPONSAVEL CONTROLADORIA;jul/20;2500;FGTS;Outros;560,4
419;RESPONSAVEL CONTROLADORIA;jul/20;909091;GPS parte empresa;;1.401,00
419;RESPONSAVEL CONTROLADORIA;jul/20;909092;GPS Terceiros;;231,17
419;RESPONSAVEL CONTROLADORIA;jul/20;909093;GPS Acidente Trabalho;;192,9
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;1;Horas Normais;Provento;34.827,81
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;232;Subs.Empre.Bradesco Apart;Outros;1.276,47
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;249;Subs. Empresa Alimentação;Outros;300
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;2000;INSS;Desconto;713,08
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;2004;IRRF;Desconto;8.512,19
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;2470;Desconto Alimentação;Desconto;1,5
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;2478;Desconto Refeição;Desconto;2,5
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;2500;FGTS;Outros;2.786,22
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;909091;GPS parte empresa;;6.965,56
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;909092;GPS Terceiros;;1.149,32
691;CONSULTOR PROC. E FINANÇAS SR;jul/20;909093;GPS Acidente Trabalho;;959,05
1550;ANALISTA DE CONTROLADORIA JR;jul/20;1;Horas Normais;Provento;2.852,00
1550;ANALISTA DE CONTROLADORIA JR;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1550;ANALISTA DE CONTROLADORIA JR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1550;ANALISTA DE CONTROLADORIA JR;jul/20;249;Subs. Empresa Alimentação;Outros;300
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2000;INSS;Desconto;263,86
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2004;IRRF;Desconto;51,31
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2453;Vale Transporte;Desconto;136
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2470;Desconto Alimentação;Desconto;1,5
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2478;Desconto Refeição;Desconto;2,5
1550;ANALISTA DE CONTROLADORIA JR;jul/20;2500;FGTS;Outros;228,16
1550;ANALISTA DE CONTROLADORIA JR;jul/20;909091;GPS parte empresa;;570,4
1550;ANALISTA DE CONTROLADORIA JR;jul/20;909092;GPS Terceiros;;94,12
1550;ANALISTA DE CONTROLADORIA JR;jul/20;909093;GPS Acidente Trabalho;;78,54
1588;ANALISTA DE CONTROLADORIA JR;jul/20;1;Horas Normais;Provento;2.852,00
1588;ANALISTA DE CONTROLADORIA JR;jul/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1588;ANALISTA DE CONTROLADORIA JR;jul/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1588;ANALISTA DE CONTROLADORIA JR;jul/20;249;Subs. Empresa Alimentação;Outros;300
1588;ANALISTA DE CONTROLADORIA JR;jul/20;1977;Devolucao Vale Transporte;Provento;156
1588;ANALISTA DE CONTROLADORIA JR;jul/20;2000;INSS;Desconto;263,86
1588;ANALISTA DE CONTROLADORIA JR;jul/20;2004;IRRF;Desconto;51,31
