Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1556;FGTS 40% Depositado;Outros;526,49
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1557;FGTS 13o Sal.Depósito;Outros;45,41
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1951;Insalubridade;Provento;129,16
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2000;INSS;Desconto;252,87
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2003;INSS 13o Salário;Desconto;42,57
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2004;IRRF;Desconto;34,23
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2453;Vale Transporte;Desconto;69,21
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2454;Líquido Rescisão;Desconto;3.638,01
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2470;Desconto Alimentação;Desconto;1,5
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2478;Desconto Refeição;Desconto;2,5
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909091;GPS parte empresa;;665,62
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909092;GPS Terceiros;;109,83
1686;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909093;GPS Acidente Trabalho;;91,64
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1;Horas Normais;Provento;732,34
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;5;Horas Férias Diurnas;Provento;366,17
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;146,47
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;554;Insalubridade Férias;Provento;73,25
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;558;1/3 Férias;Provento;146,47
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1951;Insalubridade;Provento;146,5
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2000;INSS;Desconto;69,34
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2002;INSS Férias;Desconto;32,95
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2453;Vale Transporte;Desconto;65,91
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2457;Desc. Hrs Atraso ;Desconto;7,41
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2469;Farmácia;Desconto;195,87
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2470;Desconto Alimentação;Desconto;1,5
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2478;Desconto Refeição;Desconto;2,5
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2500;FGTS;Outros;104,86
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909091;GPS parte empresa;;262,17
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909092;GPS Terceiros;;43,25
1693;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909093;GPS Acidente Trabalho;;36,1
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1;Horas Normais;Provento;1.098,51
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;1951;Insalubridade;Provento;219,75
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2000;INSS;Desconto;102,96
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2453;Vale Transporte;Desconto;65,91
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2470;Desconto Alimentação;Desconto;1,5
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2478;Desconto Refeição;Desconto;2,5
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;2500;FGTS;Outros;105,46
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909091;GPS parte empresa;;263,65
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909092;GPS Terceiros;;43,5
1706;AUXILIAR DE SERVIÇOS GERAIS;mai/20;909093;GPS Acidente Trabalho;;36,3
507;TECNICO DE QUALIDADE PL;mai/20;1;Horas Normais;Provento;4.095,33
507;TECNICO DE QUALIDADE PL;mai/20;5;Horas Férias Diurnas;Provento;2.047,67
507;TECNICO DE QUALIDADE PL;mai/20;232;Subs.Empre.Bradesco Apart;Outros;950,35
507;TECNICO DE QUALIDADE PL;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;mai/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
507;TECNICO DE QUALIDADE PL;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;830,49
507;TECNICO DE QUALIDADE PL;mai/20;552;Média Variáveis Férias;Provento;443,8
507;TECNICO DE QUALIDADE PL;mai/20;558;1/3 Férias;Provento;830,49
507;TECNICO DE QUALIDADE PL;mai/20;2000;INSS;Desconto;492,48
507;TECNICO DE QUALIDADE PL;mai/20;2002;INSS Férias;Desconto;220,6
507;TECNICO DE QUALIDADE PL;mai/20;2004;IRRF;Desconto;157,19
507;TECNICO DE QUALIDADE PL;mai/20;2014;IRRF Férias;Desconto;13,3
507;TECNICO DE QUALIDADE PL;mai/20;2469;Farmácia;Desconto;120,94
507;TECNICO DE QUALIDADE PL;mai/20;2470;Desconto Alimentação;Desconto;1,5
507;TECNICO DE QUALIDADE PL;mai/20;2478;Desconto Refeição;Desconto;2,5
507;TECNICO DE QUALIDADE PL;mai/20;2500;FGTS;Outros;526,94
507;TECNICO DE QUALIDADE PL;mai/20;909091;GPS parte empresa;;1.317,36
507;TECNICO DE QUALIDADE PL;mai/20;909092;GPS Terceiros;;217,36
507;TECNICO DE QUALIDADE PL;mai/20;909093;GPS Acidente Trabalho;;181,38
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;1;Horas Normais;Provento;12.000,00
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2000;INSS;Desconto;713,08
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2004;IRRF;Desconto;2.182,41
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2470;Desconto Alimentação;Desconto;1,5
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2478;Desconto Refeição;Desconto;2,5
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2500;FGTS;Outros;960
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;2519;Diferenças SEFIP;Outros;0,01
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;909091;GPS parte empresa;;2.400,00
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;909092;GPS Terceiros;;396
1708;SUPERVISOR MARKETING COMERCIAL;mai/20;909093;GPS Acidente Trabalho;;330,44
1601;DIRETOR GERAL;mai/20;1;Horas Normais;Provento;35.873,46
1601;DIRETOR GERAL;mai/20;232;Subs.Empre.Bradesco Apart;Outros;606,87
1601;DIRETOR GERAL;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1601;DIRETOR GERAL;mai/20;2000;INSS;Desconto;713,08
1601;DIRETOR GERAL;mai/20;2004;IRRF;Desconto;8.747,61
1601;DIRETOR GERAL;mai/20;2470;Desconto Alimentação;Desconto;1,5
1601;DIRETOR GERAL;mai/20;2478;Desconto Refeição;Desconto;2,5
1601;DIRETOR GERAL;mai/20;2500;FGTS;Outros;2.869,87
1601;DIRETOR GERAL;mai/20;909091;GPS parte empresa;;7.174,69
1601;DIRETOR GERAL;mai/20;909092;GPS Terceiros;;1.183,82
1601;DIRETOR GERAL;mai/20;909093;GPS Acidente Trabalho;;987,85
688;ANALISTA FINANCEIRO PL;mai/20;1;Horas Normais;Provento;5.003,00
688;ANALISTA FINANCEIRO PL;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
688;ANALISTA FINANCEIRO PL;mai/20;233;Desc.Copart. Unimed;Desconto;2,82
688;ANALISTA FINANCEIRO PL;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;mai/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
688;ANALISTA FINANCEIRO PL;mai/20;2000;INSS;Desconto;559,35
688;ANALISTA FINANCEIRO PL;mai/20;2004;IRRF;Desconto;363,69
688;ANALISTA FINANCEIRO PL;mai/20;2453;Vale Transporte;Desconto;129,2
688;ANALISTA FINANCEIRO PL;mai/20;2470;Desconto Alimentação;Desconto;1,5
688;ANALISTA FINANCEIRO PL;mai/20;2478;Desconto Refeição;Desconto;2,5
688;ANALISTA FINANCEIRO PL;mai/20;2500;FGTS;Outros;400,24
688;ANALISTA FINANCEIRO PL;mai/20;2519;Diferenças SEFIP;Outros;0,01
688;ANALISTA FINANCEIRO PL;mai/20;909091;GPS parte empresa;;1.000,60
688;ANALISTA FINANCEIRO PL;mai/20;909092;GPS Terceiros;;165,1
688;ANALISTA FINANCEIRO PL;mai/20;909093;GPS Acidente Trabalho;;137,77
1533;ASSISTENTE FINANCEIRO JR;mai/20;1;Horas Normais;Provento;1.918,33
1533;ASSISTENTE FINANCEIRO JR;mai/20;5;Horas Férias Diurnas;Provento;383,67
1533;ASSISTENTE FINANCEIRO JR;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1533;ASSISTENTE FINANCEIRO JR;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1533;ASSISTENTE FINANCEIRO JR;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;127,89
1533;ASSISTENTE FINANCEIRO JR;mai/20;558;1/3 Férias;Provento;127,89
1533;ASSISTENTE FINANCEIRO JR;mai/20;2000;INSS;Desconto;169,09
1533;ASSISTENTE FINANCEIRO JR;mai/20;2002;INSS Férias;Desconto;28,77
1533;ASSISTENTE FINANCEIRO JR;mai/20;2453;Vale Transporte;Desconto;95,2
1533;ASSISTENTE FINANCEIRO JR;mai/20;2470;Desconto Alimentação;Desconto;1,5
1533;ASSISTENTE FINANCEIRO JR;mai/20;2478;Desconto Refeição;Desconto;2,5
1533;ASSISTENTE FINANCEIRO JR;mai/20;2500;FGTS;Outros;184,16
1533;ASSISTENTE FINANCEIRO JR;mai/20;909091;GPS parte empresa;;460,4
1533;ASSISTENTE FINANCEIRO JR;mai/20;909092;GPS Terceiros;;75,96
1533;ASSISTENTE FINANCEIRO JR;mai/20;909093;GPS Acidente Trabalho;;63,39
1603;AUXILIAR FINANCEIRO;mai/20;1;Horas Normais;Provento;1.604,20
1603;AUXILIAR FINANCEIRO;mai/20;5;Horas Férias Diurnas;Provento;246,8
1603;AUXILIAR FINANCEIRO;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1603;AUXILIAR FINANCEIRO;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1603;AUXILIAR FINANCEIRO;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;82,26
1603;AUXILIAR FINANCEIRO;mai/20;558;1/3 Férias;Provento;82,26
1603;AUXILIAR FINANCEIRO;mai/20;2000;INSS;Desconto;132,41
1603;AUXILIAR FINANCEIRO;mai/20;2002;INSS Férias;Desconto;18,5
1603;AUXILIAR FINANCEIRO;mai/20;2453;Vale Transporte;Desconto;111,06
1603;AUXILIAR FINANCEIRO;mai/20;2469;Farmácia;Desconto;22,46
1603;AUXILIAR FINANCEIRO;mai/20;2470;Desconto Alimentação;Desconto;1,5
1603;AUXILIAR FINANCEIRO;mai/20;2478;Desconto Refeição;Desconto;2,5
1603;AUXILIAR FINANCEIRO;mai/20;2500;FGTS;Outros;148,08
1603;AUXILIAR FINANCEIRO;mai/20;909091;GPS parte empresa;;370,2
1603;AUXILIAR FINANCEIRO;mai/20;909092;GPS Terceiros;;61,08
1603;AUXILIAR FINANCEIRO;mai/20;909093;GPS Acidente Trabalho;;50,97
1668;ESTAGIARIO;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1668;ESTAGIARIO;mai/20;1975;Bolsa de Estágio;Provento;900
1668;ESTAGIARIO;mai/20;909091;GPS parte empresa;;0
1668;ESTAGIARIO;mai/20;909092;GPS Terceiros;;0
1668;ESTAGIARIO;mai/20;909093;GPS Acidente Trabalho;;0
1710;ESTAGIARIO;mai/20;1975;Bolsa de Estágio;Provento;900
1710;ESTAGIARIO;mai/20;909091;GPS parte empresa;;0
1710;ESTAGIARIO;mai/20;909092;GPS Terceiros;;0
1710;ESTAGIARIO;mai/20;909093;GPS Acidente Trabalho;;0
42;CONTADOR ESPECIALIZADO;mai/20;1;Horas Normais;Provento;11.855,53
42;CONTADOR ESPECIALIZADO;mai/20;222;Subs.Emp.Unimed Est Apart;Outros;312,7
42;CONTADOR ESPECIALIZADO;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
42;CONTADOR ESPECIALIZADO;mai/20;2000;INSS;Desconto;713,08
42;CONTADOR ESPECIALIZADO;mai/20;2004;IRRF;Desconto;2.194,81
42;CONTADOR ESPECIALIZADO;mai/20;2470;Desconto Alimentação;Desconto;1,5
42;CONTADOR ESPECIALIZADO;mai/20;2478;Desconto Refeição;Desconto;2,5
42;CONTADOR ESPECIALIZADO;mai/20;2500;FGTS;Outros;948,44
42;CONTADOR ESPECIALIZADO;mai/20;2519;Diferenças SEFIP;Outros;0,01
42;CONTADOR ESPECIALIZADO;mai/20;909091;GPS parte empresa;;2.371,11
42;CONTADOR ESPECIALIZADO;mai/20;909092;GPS Terceiros;;391,24
42;CONTADOR ESPECIALIZADO;mai/20;909093;GPS Acidente Trabalho;;326,47
276;ANALISTA CONTABIL ;mai/20;1;Horas Normais;Provento;3.335,83
276;ANALISTA CONTABIL ;mai/20;5;Horas Férias Diurnas;Provento;667,17
276;ANALISTA CONTABIL ;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
276;ANALISTA CONTABIL ;mai/20;233;Desc.Copart. Unimed;Desconto;2,82
276;ANALISTA CONTABIL ;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;mai/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
276;ANALISTA CONTABIL ;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;222,39
276;ANALISTA CONTABIL ;mai/20;558;1/3 Férias;Provento;222,39
276;ANALISTA CONTABIL ;mai/20;2000;INSS;Desconto;369,32
276;ANALISTA CONTABIL ;mai/20;2002;INSS Férias;Desconto;50,03
276;ANALISTA CONTABIL ;mai/20;2004;IRRF;Desconto;65,47
276;ANALISTA CONTABIL ;mai/20;2470;Desconto Alimentação;Desconto;1,5
276;ANALISTA CONTABIL ;mai/20;2478;Desconto Refeição;Desconto;2,5
276;ANALISTA CONTABIL ;mai/20;2500;FGTS;Outros;320,24
276;ANALISTA CONTABIL ;mai/20;2519;Diferenças SEFIP;Outros;0,01
276;ANALISTA CONTABIL ;mai/20;909091;GPS parte empresa;;800,6
276;ANALISTA CONTABIL ;mai/20;909092;GPS Terceiros;;132,1
276;ANALISTA CONTABIL ;mai/20;909093;GPS Acidente Trabalho;;110,23
1336;ANALISTA FISCAL JUNIOR;mai/20;1;Horas Normais;Provento;3.169,17
1336;ANALISTA FISCAL JUNIOR;mai/20;5;Horas Férias Diurnas;Provento;633,83
1336;ANALISTA FISCAL JUNIOR;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1336;ANALISTA FISCAL JUNIOR;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1336;ANALISTA FISCAL JUNIOR;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;211,28
1336;ANALISTA FISCAL JUNIOR;mai/20;558;1/3 Férias;Provento;211,28
1336;ANALISTA FISCAL JUNIOR;mai/20;2000;INSS;Desconto;343,82
1336;ANALISTA FISCAL JUNIOR;mai/20;2002;INSS Férias;Desconto;47,53
1336;ANALISTA FISCAL JUNIOR;mai/20;2004;IRRF;Desconto;69,1
1336;ANALISTA FISCAL JUNIOR;mai/20;2470;Desconto Alimentação;Desconto;1,5
1336;ANALISTA FISCAL JUNIOR;mai/20;2478;Desconto Refeição;Desconto;2,5
1336;ANALISTA FISCAL JUNIOR;mai/20;2500;FGTS;Outros;304,24
1336;ANALISTA FISCAL JUNIOR;mai/20;909091;GPS parte empresa;;760,6
1336;ANALISTA FISCAL JUNIOR;mai/20;909092;GPS Terceiros;;125,5
1336;ANALISTA FISCAL JUNIOR;mai/20;909093;GPS Acidente Trabalho;;104,72
1439;RESPONSAVEL FISCAL I;mai/20;1;Horas Normais;Provento;9.506,00
1439;RESPONSAVEL FISCAL I;mai/20;225;Desc.Dep.Unimed Est Enf;Desconto;469,05
1439;RESPONSAVEL FISCAL I;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;469,05
1439;RESPONSAVEL FISCAL I;mai/20;233;Desc.Copart. Unimed;Desconto;11,28
1439;RESPONSAVEL FISCAL I;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;mai/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
1439;RESPONSAVEL FISCAL I;mai/20;2000;INSS;Desconto;713,08
1439;RESPONSAVEL FISCAL I;mai/20;2004;IRRF;Desconto;1.496,56
1439;RESPONSAVEL FISCAL I;mai/20;2470;Desconto Alimentação;Desconto;1,5
1439;RESPONSAVEL FISCAL I;mai/20;2478;Desconto Refeição;Desconto;2,5
1439;RESPONSAVEL FISCAL I;mai/20;2500;FGTS;Outros;760,48
1439;RESPONSAVEL FISCAL I;mai/20;909091;GPS parte empresa;;1.901,20
1439;RESPONSAVEL FISCAL I;mai/20;909092;GPS Terceiros;;313,69
1439;RESPONSAVEL FISCAL I;mai/20;909093;GPS Acidente Trabalho;;261,77
1534;ASSISTENTE FISCAL JR;mai/20;1;Horas Normais;Provento;2.428,40
1534;ASSISTENTE FISCAL JR;mai/20;5;Horas Férias Diurnas;Provento;373,6
1534;ASSISTENTE FISCAL JR;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1534;ASSISTENTE FISCAL JR;mai/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1534;ASSISTENTE FISCAL JR;mai/20;540;Desc.1/3 Ferias Covid-19;Desconto;124,54
1534;ASSISTENTE FISCAL JR;mai/20;558;1/3 Férias;Provento;124,54
1534;ASSISTENTE FISCAL JR;mai/20;2000;INSS;Desconto;229,84
1534;ASSISTENTE FISCAL JR;mai/20;2002;INSS Férias;Desconto;28,02
1534;ASSISTENTE FISCAL JR;mai/20;2004;IRRF;Desconto;22,09
1534;ASSISTENTE FISCAL JR;mai/20;2453;Vale Transporte;Desconto;129,2
1534;ASSISTENTE FISCAL JR;mai/20;2470;Desconto Alimentação;Desconto;1,5
1534;ASSISTENTE FISCAL JR;mai/20;2478;Desconto Refeição;Desconto;2,5
1534;ASSISTENTE FISCAL JR;mai/20;2500;FGTS;Outros;224,16
1534;ASSISTENTE FISCAL JR;mai/20;909091;GPS parte empresa;;560,4
1534;ASSISTENTE FISCAL JR;mai/20;909092;GPS Terceiros;;92,46
1534;ASSISTENTE FISCAL JR;mai/20;909093;GPS Acidente Trabalho;;77,16
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;1;Horas Normais;Provento;522,5
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;233;Desc.Copart. Unimed;Desconto;12,69
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;2000;INSS;Desconto;39,18
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;2453;Vale Transporte;Desconto;31,35
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;2500;FGTS;Outros;10,45
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;909091;GPS parte empresa;;104,5
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;909092;GPS Terceiros;;17,24
1649;APRENDIZ SERV.ADMINISTRATIVO;mai/20;909093;GPS Acidente Trabalho;;14,39
1682;ESTAGIARIO;mai/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1682;ESTAGIARIO;mai/20;1975;Bolsa de Estágio;Provento;900
1682;ESTAGIARIO;mai/20;909091;GPS parte empresa;;0
1682;ESTAGIARIO;mai/20;909092;GPS Terceiros;;0
1682;ESTAGIARIO;mai/20;909093;GPS Acidente Trabalho;;0
